Grid	Row Number	Column Letter	Quantitiy	Price	Retail Price	Brand	Description	Material	Tags
4	3	I	1	28.8	48	Chiyopia	Decorative with Clear and Pink CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	3	J	1	40	40	Ohm	"Pacific Opal"	Sterling Silver & Pacific Opal	Decorative, Gem
4	4	A	1	40	40	Ohm	Rectangular Red and Clear CZs, "Love  & Happiness"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	4	B	2	40	40	Ohm	"Water Element" with Blue CZs	Sterling Silver & Cubic Zirconia	Nature, Cubic Zirconia
4	4	C	1	40	40	Ohm	"Earth Element" with Amber CZs	Sterling Silver & Cubic Zirconia	Nature, Cubic Zirconia
4	4	D	1	40	40	Ohm	"Fire Element" with Red CZs	Sterling Silver & Cubic Zirconia	Nature, Cubic Zirconia
4	4	E	2	28.8	48	Zable	spacer with purple CZs	Sterling Silver & Cubic Zirconia	Spacers, Cubic Zirconia
4	4	F	1	28.8	48	Zable	spacer with clear CZs	Sterling Silver & Cubic Zirconia	Spacers, Cubic Zirconia
4	4	G	1	28.8	48	Halia	February round birthstone, purple CZs	Sterling Silver & Cubic Zirconia	Birthstones, Cubic Zirconia
4	4	H	2	28.8	48	Halia	April round birthstone, clear Czs	Sterling Silver & Cubic Zirconia	Birthstones, Cubic Zirconia
4	4	I	2	28.8	48	Halia	January round birthstone, dark red CZs	Sterling Silver & Cubic Zirconia	Birthstones, Cubic Zirconia
4	4	J	2	28.8	48	Halia	decorative with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	5	A	2	28.8	48	Carlo Biagi	decorative with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	5	B	1	28.8	48	Carlo Biagi	decorative with clear CZs, snowflake	Sterling Silver & Cubic Zirconia	Nature, Decorative, Cubic Zirconia
4	5	C	2	28.8	48	Carlo Biagi	decorative diamond with clear oval CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	5	D	1	28.8	48	Carlo Biagi	decorative wtih clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	5	E	3	28.8	48	Carlo Biagi	decorative ball with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	5	F	3	28.8	48	Carlo Biagi	decorative with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	5	G	1	28.8	48	Carlo Biagi	decorative ball with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	5	H	1	28.8	48	Carlo Biagi	decoartive drum with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	5	I	1	28.8	48	Carlo Biagi	decoartive knot with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	5	J	2	28.8	48	Halia	decorative sunburst wtih clear CZs	Sterling Silver & Cubic Zirconia	Nature, Decorative, Cubic Zirconia
4	6	A	1	28.8	48	Halia	decorative ball with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	6	B	2	28.8	48	Halia	decorative barrel with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	6	C	1	28.8	48	Halia	decorative lines with clear CZs, April	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	6	D	2	28.8	48	Halia	decorative swirls with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	6	E	1	28.8	48	Chiyopia	decorative with light blue CZs, snowflake	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	6	F	2	28.8	48	Halia	decorative with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	6	G	2	28.8	48	Halia	decorative rope design with clear and red CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	6	H	1	28.8	48	Halia	decorative rope design with clear and aqua blue CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	6	I	1	28.8	48	Halia	decorative barrel with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	6	J	2	85	85	Ohm	decorative twist with clear CZs, "Knot a Care in the World"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	7	A	5	37.2	62	Chamilia	decorative with clear CZs, "Royal"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	7	B	2	37.2	62	Chamilia	decorative with clear and pink CZs, "Circle & Square"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	7	C	2	37.2	62	Chamilia	decorative with aqua blue CZs, "Cat eyes"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	7	D	1	37.2	62	Chamilia	decoraive with clear and aqua blue CZs, "Circle & square"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	7	E	1	28.8	48	Chamilia	decorative ring with pink CZs, "Pink balls"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	7	F	1	37.2	62	Chamilia	decorative diamond with round pink CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	7	G	2	37.2	62	Chamilia	decorative diamond with round clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	7	H	1	37.2	62	Chamilia	decorative diamond with round aqua blue CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	7	I	1	28.8	48	Carlo Biagi	decorative zigzag with pink and clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
4	7	J	2	28.8	48	Carlo Biagi	decorative zigzag with red CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	1	A	2	28.8	48	Carlo Biagi	decorative zigzag with black CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	1	B	1	28.8	48	Carlo Biagi	decorative bullseye with pink CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	1	C	1	28.8	48	Carlo Biagi	decorative 3 sided rope design with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	1	D	1	28.8	48	Carlo Biagi	decorative triple ring with red, pink and clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	1	E	1	28.8	48	Carlo Biagi	decorative triple ring with pink CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	1	F	2	28.8	48	Carlo Biagi	decorative triple ring with clear and pink CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	1	G	2	28.8	48	Carlo Biagi	decorative spiral knot with pink CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	1	H	1	28.8	48	Carlo Biagi	decorative spiral knot with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	1	I	1	28.8	48	Carlo Biagi	decorative spiral knot with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	1	J	2	28.8	48	Carlo Biagi	decorative criss cross ball with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	2	A	1	28.8	48	Halia	decorative with clear CZs, "Wishful Thinking"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	2	B	1	28.8	48	Halia	decorative with pink CZs, "Pink Wishful Thinking"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	2	C	2	28.8	48	Halia	decorative cylinder with clear CZs,  "Determination"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	2	D	1	43.2	72	Chamilia	decorative rope design with clear CZs, "Rope"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	2	E	1	28.8	48	Chamilia	decorative with light green CZs, "Celtic Knot"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	2	F	2	28.8	48	Chamilia	decorative with clear CZs, "Flower Gem"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	2	G	1	28.8	48	Carlo Biagi	decorative ball with silver band and clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	2	H	1	34.2	58	Carlo Biagi	decorative barrel with ring of clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	2	I	1	28.8	48	Carlo Biagi	decorative ball with lines and circles, clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	2	J	1	28.8	48	Carlo Biagi	decorative swirly ball with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	3	A	1	28.8	48	Carlo Biagi	decorative diver bell with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	3	B	1	28.8	48	Carlo Biagi	decoartive flower with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	3	C	1	22.8	38	Halia	decorative cylinder with clear CZs,  "Charmed, I'm Sure"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	3	D	2	28.8	48	Halia	decorative barrel with clear CZ ring, "Dazzling Smile"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	3	E	1	28.8	48	Halia	decorative square with clear CZs, "Modern Woman"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	3	F	1	31.8	53	Chamilia	decorative knot with Umber swarovski, "Regale"	Sterling Silver & Swarovski	Decorative, Swarovski
5	3	G	2	31.8	53	Chamilia	decorative knot with verde green swarovski, "Regale"	Sterling Silver & Swarovski	Decorative, Swarovski
5	3	H	1	34.2	58	Chiyopia	decorative double row yellow CZs, "Spinning Wheel"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	3	I	1	34.2	58	Chiyopia	decorative double row clear and light blue CZs, "Spinning Wheel"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	3	J	1	34.2	58	Chiyopia	decorative double row light blue CZs, "Spinning Wheel"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	4	A	1	34.2	58	Chiyopia	decorative double row clear and black CZs, "Spinning Wheel"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	4	B	1	40	40	Ohm	decorative with aqua blue stones, "Triple Threat"	Sterling Silver & Man Made Stone	Decorative
5	4	C	2	40	40	Ohm	decorative with green stones, "Triple Threat"	Sterling Silver & Man Made Stone	Decorative
5	4	D	2	40	40	Ohm	decorative with pink stones, "Triple Threat"	Sterling Silver & Man Made Stone	Decorative
5	4	E	*	*	*	Duplicate, OMIT	*	Sterling Silver & Man Made Stone	Decorative
5	4	F	1	40	40	Ohm	decorative with yellow stones, "Triple Threat"	Sterling Silver & Man Made Stone	Decorative
5	4	G	3	55	55	Ohm	decorative with orange CZs, "Shimmering"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	4	H	1	55	55	Ohm	decorative with olive green and clear CZs, "Olive Princess"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	4	I	1	55	55	Ohm	decorative with emerald green CZs, "Shimmering"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	4	J	1	55	55	Ohm	decorative with pink CZs, "Shimmering"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	5	A	1	42	70	Moress	decorative ring with pale pink swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
5	5	B	1	42	70	Moress	decorative ring with yellow swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
5	5	C	1	33	55	Moress	decorative spacer with fushia swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
5	5	D	1	33	55	Moress	decorative spacer with yellow swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
5	5	E	1	33	55	Moress	decorative spacer with black swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
5	5	F	1	33	55	Moress	decorative spacer with orange swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
5	5	G	1	33	55	Moress	decorative spacer with light green swarovski,	Sterling Silver & Swarovski	Decorative, Swarovski
5	5	H	1	33	55	Moress	decorative spacer with lime green swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
5	5	I	1	33	55	Moress	decorative spacer with fushia swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
5	5	J	1	33	55	Moress	decorative spacer with light purple swarovski, June	Sterling Silver & Swarovski	Decorative, Swarovski
5	6	A	1	33	55	Moress	decorative spacer with yellow swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
5	6	B	1	33	55	Moress	decorative spacer with light green swarovski,	Sterling Silver & Swarovski	Decorative, Swarovski
5	6	C	1	33	55	Moress	decorative spacer with dark purple swarovski, February	Sterling Silver & Swarovski	Decorative, Swarovski
5	6	D	1	34.8	58	Halia	decorative spacer with clear CZs, "Vitality Sublime"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	6	E	2	34.8	58	Halia	decorative spacer with aqua blue CZs, "Light Blue Vitality Sublime", March	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	6	F	3	34.8	58	Halia	decorative spacer with dark red CZs "Red Vitality Sublime", January	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	6	G	2	34.8	58	Halia	decorative spacer with blue CZs, "Dark Blue Vitality Sublime	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	6	H	3	34.8	58	Halia	decorative spacer with purple CZs, "Violet Vitality Sublime"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	6	I	1	33	55	Moress	decorative spacer with champagne swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
5	6	J	* 	*	*	Duplicate, OMIT	*		
5	7	A	2	45	45	Ohm	decorative double ring with brown stones	Sterling Silver & Man Made Stone	Decorative
5	7	B	1	37.2	62	Moress	decorative lines with champagne swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
5	7	C	4	36	60	Moress	decorative eye with clear swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
5	7	D	2	36	60	Moress	decorative x & o with clear swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
5	7	E	2	36	60	Moress	decorative x & o with champagne swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
5	7	F	1	43.2	72	Moress	decorative swirls with orange swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
5	7	G	1	36	60	Moress	decorative lines with clear swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
5	7	H	1	36	60	Moress	decorative lines with champagne swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
5	7	I	1	34.8	58	Carlo Biagi	decorative cylinder with 2 rows of clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
5	7	J	1	34.8	58	Carlo Biagi	decorative wheel with clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
6	1	A	1	28.8	48	Carlo Biagi	decorative barrel with blue CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
6	1	B	1	28.8	48	Carlo Biagi	decorative drum with squares and clear CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
6	1	C	1	31.2	52	Carlo Biagi	decorative wheel with rectangular light amber CZs	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
6	1	D	1	55.2	92	Moress	decorative textured ball with orange and champagne swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	1	E	4	38.4	64	Chamilia	decorative barrel with spinner and fushia swarovski, "Stella"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
6	1	F	1	28.8	48	Chamilia	decorative bead with pink cabochon, "Cabochon Purple"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
6	1	G	1	37.2	62	Chamilia	decorative ball with purple swarovski, "Disco"	Sterling Silver & Swarovski	Decorative, Swarovski
6	1	H	2	41.4	69	Chamilia	decorative barrel with yellow CZs, "Jeweled Petals"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
6	1	I	1	43.2	72	Chamilia	decorative barrel with oval aqua blue CZs, "Ovals"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
6	1	J	2	43.2	72	Chamilia	decorative barrel with oval clear CZs, "Ovals"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
6	2	A	3	43.2	72	Chamilia	decorative ball with line of fushia swarovski, "Cosmo"	Sterling Silver & Swarovski	Decorative, Swarovski
6	2	B	1	43.2	72	Chamilia	decorative ball with line of yelllow swarovski, "Cosmo"	Sterling Silver & Swarovski	Decorative, Swarovski
6	2	C	1	45	75	Halia	decorative ball with 2 diamonds 0.015 ct, "Brilliant Venus"	Sterling Silver & Diamond	Decorative, Diamond
6	2	D	1	45	75	Halia	decorative filegree ball with 2 diamonds 0.01 ct, "Girl's Best Friend"	Sterling Silver & Diamond	Decorative, Diamond
6	2	E	1	45	75	Halia	decorative barrel with cutout stars & 2 diamonds 0.01 ct, "Falling Star"	Sterling Silver & Diamond	Decorative, Diamond
6	2	F	1	45	75	Halia	decorative ring with ovals & 2 diamonds 0.015 ct, "Unbreakable"	Sterling Silver & Diamond	Decorative, Diamond
6	2	G	1	45	75	Halia	decorative cylinder with hearts & 2 diamonds 0.015 ct, "Heart of the Matter"	Sterling Silver & Diamond	Decorative, Diamond
6	2	H	1	45	75	Halia	flower with 2 diamonds 0.015 ct, "Growing in Style"	Sterling Silver & Diamond	Decorative, Diamond
6	2	I	1	45	75	Chamilia	decorative barrel with spinner and red swarovski, "Palazzo"	Sterling Silver & Swarovski	Decorative, Swarovski
6	2	J	2	45	75	Chamilia	decorative barrel with spinner and green swarovski, "Palazzo"	Sterling Silver & Swarovski	Decorative, Swarovski
6	3	A	2	45	75	Chamilia	decorative bead with yellow, clear and opalescent swarovski, "Jeweled Kaleidoscope"	Sterling Silver & Swarovski	Decorative, Swarovski
6	3	B	2	45	75	Chamilia	decorative bead with multicolored swarovski, "Jeweled Kaleidoscope"	Sterling Silver & Swarovski	Decorative, Swarovski
6	3	C	1	45	75	Chamilia	decorative bead with dark and light purple swarovski, "Jeweled Kaleidoscope"	Sterling Silver & Swarovski	Decorative, Swarovski
6	3	D	1	28.8	48	Halia	decorative checkered cylinder with clear CZs, "Geometric Sparkle"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
6	3	E	1	40.8	68	Halia	decorative ball with lines and bands of clear CZs, "Pegasus Ascends"	Sterling Silver & Cubic Zirconia	Decorative, Cubic Zirconia
6	3	F	2	55.2	92	Moress	decorative ball with hearts and yellow, light green & clear swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	3	G	2	54	90	Moress	decorative ball with clear swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	3	H	1	55.2	92	Moress	decorative ball with hearts and clear, light blue and pink swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	3	I	2	54	90	Moress	decorative ball wth clear and pink swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	3	J	2	54	90	Moress	decorative ball wth clear and orange swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	4	A	1	69	115	Moress	decorative ball with clear swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	4	B	1	69	115	Moress	decorative ball with clear, purple and pink swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	4	C	1	69	115	Moress	decorative ball with clear, yellow and orange swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	4	D	2	31.2	52	Beadles	decorative pave bead with light green swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	4	E	2	31.2	52	Beadles	decorative pave bead with yellow swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	4	F	5	31.2	52	Beadles	decorative pave bead with green swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	4	G	3	31.2	52	Beadles	decorative pave bead with metalic olive green swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	4	H	3	31.2	52	Beadles	decorative pave bead with amber swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	4	I	1	31.2	52	Beadles	decorative pave bead with brown swarovskil	Sterling Silver & Swarovski	Decorative, Swarovski
6	4	J	2	31.2	52	Beadles	decorative pave bead with light blue swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	5	A	1	31.2	52	Beadles	decorative pave bead with metalic black swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	5	B	1	31.2	52	Beadles	decorative pave bead with black swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	5	C	6	31.2	52	Beadles	decorative pave bead with pink swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	5	D	2	31.2	52	Beadles	decorative pave bead with pink and black swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	5	E	1	31.2	52	Beadles	decorative pave bead with dark red swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	5	F	2	31.2	52	Beadles	decorative pave bead with dark and light red swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	5	G	3	31.2	52	Beadles	decorative pave bead with milky turquoise swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	5	H	2	31.2	52	Beadles	decorative pave bead with opalescent light blue swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	5	I	2	31.2	52	Beadles	decorative pave bead with dark teal blue swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	5	J	1	31.2	52	Beadles	decorative pave bead with medium blue swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	6	A	1	28.8	48	Beadles	set of coreless frosted beads with swarovski, beige and brown	Sterling Silver & Swarovski	Decorative, Swarovski
6	6	B	1	28.8	48	Beadles	set of coreless frosted beads with swarovski, cinnamon	Sterling Silver & Swarovski	Decorative, Swarovski
6	6	C	1	28.8	48	Beadles	set of coreless frosted beads with swarovski, red and coral	Sterling Silver & Swarovski	Decorative, Swarovski
6	6	D	1	28.8	48	Beadles	set of coreless frosted beads with swarovski, brown and taupe	Sterling Silver & Swarovski	Decorative, Swarovski
6	6	E	1	28.8	48	Beadles	set of coreless frosted beads with swarovski, pink and white	Sterling Silver & Swarovski	Decorative, Swarovski
6	6	F	1	28.8	48	Beadles	set of coreless frosted beads with swarovski, pinks	Sterling Silver & Swarovski	Decorative, Swarovski
6	6	G	2	28.8	48	Beadles	set of coreless frosted beads with swarovski, greens	Sterling Silver & Swarovski	Decorative, Swarovski
6	6	H	1	28.8	48	Beadles	set of coreless frosted beads with swarovski, lavendar and yellow	Sterling Silver & Swarovski	Decorative, Swarovski
6	6	I	1	28.8	48	Beadles	set of coreless frosted beads with swarovski, brown, orange and beige	Sterling Silver & Swarovski	Decorative, Swarovski
6	6	J	2	28.8	48	Beadles	set of coreless frosted beads with swarovski, blue, grey and white	Sterling Silver & Swarovski	Decorative, Swarovski
6	7	A	1	42	70	Amore & Baci	decorative pave ball with black enamel hearts and clear swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	7	B	1	42	70	Amore & Baci	decorative pave ball with black and clear swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	7	C	1	42	70	Amore & Baci	decorative pave ball with red enamel hearts and clear swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	7	D	1	42	70	Amore & Baci	decorative pave ball with purple enamel hearts and clear swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	7	E	2	42	70	Amore & Baci	decorative pave ball wtih pink enamel and pink swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	7	F	1	42	70	Amore & Baci	decorative pave 4 sided bead with light and dark brown swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	7	G	1	42	70	Amore & Baci	decorative flower with orange, clear and champagne swarovski, gold plated	Sterling Silver & Swarovski	Decorative, Swarovski
6	7	H	1	42	70	Amore & Baci	decorative pave ball with blue and clear swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	7	I	2	42	70	Amore & Baci	decorative pave ball with light blue and clear swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
6	7	J	2	42	70	Amore & Baci	decorative pave ball with black swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
7	1	A	1	42	70	Amore & Baci	decorative pave ball with purple swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
7	1	B	1	42	70	Amore & Baci	decorative pave ball with black and clear swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
7	1	C	1	42	70	Amore & Baci	decorative pave ball with champagne swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
7	1	D	1	42	70	Amore & Baci	decorative pave ball with brown swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
7	1	E	2	42	70	Amore & Baci	decorative pave ball with brown, champagne and clear swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
7	1	F	1	42	70	Amore & Baci	decorative pave ball with dark blue metalic swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
7	1	G	2	45	75	Amore & Baci	decorative pave ball with 2 tone purple and clear swarovski, heart design	Sterling Silver & Swarovski	Decorative, Swarovski
7	1	H	1	45	75	Amore & Baci	decorative 2 tone purple and clear heart band	Sterling Silver & Swarovski	Decorative, Swarovski
7	1	I	1	45	75	Amore & Baci	decorative pave ball with yellow, amber and clear swarovski, flower design, gold plated	Sterling Silver & Swarovski	Decorative, Swarovski
7	1	J	1	52.2	87	Amore & Baci	triple heart design with 3 tone pink swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
7	2	A	1	52.2	87	Amore & Baci	triple heart design with clear swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
7	2	B	1	45	75	Amore & Baci	decorative pave ball with 2 tone pink and clear swarovski, heart design	Sterling Silver & Swarovski	Decorative, Swarovski
7	2	C	1	52.2	87	Amore & Baci	triple heart design with 2 tone blue and clear swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
7	2	D	1	52.2	87	Amore & Baci	triple heart design with 2 tone green and clear swarovski	Sterling Silver & Swarovski	Decorative, Swarovski
7	2	E	1	57	95	Amore & Baci	Letter "F" with black, clear and grey swarovski	Sterling Silver & Swarovski	Letters, Swarovski
7	2	F	1	57	95	Amore & Baci	Letter "I" with black, clear and grey swarovski	Sterling Silver & Swarovski	Letters, Swarovski
7	2	G	1	57	95	Amore & Baci	Letter "U" with black, clear and grey swarovski	Sterling Silver & Swarovski	Letters, Swarovski
7	2	H	1	33	55	Amore & Baci	green enamel bead with dark green swarovski	Sterling Silver, Swarovski & Enamel	Decorative, Enamel, Swarovski
7	2	I	2	33	55	Amore & Baci	grey enamel bead with grey swarovski	Sterling Silver, Swarovski & Enamel	Decorative, Enamel, Swarovski
7	2	J	3	33	55	Amore & Baci	red enamel bead with red swarovski	Sterling Silver, Swarovski & Enamel	Decorative, Enamel, Swarovski
7	3	A	1	33	55	Amore & Baci	dark purple enamel bead with dark purple swarovski	Sterling Silver, Swarovski & Enamel	Decorative, Enamel, Swarovski
7	3	B	1	33	55	Amore & Baci	light green enamel bead with light green swarovski	Sterling Silver, Swarovski & Enamel	Decorative, Enamel, Swarovski
7	3	C	1	33	55	Amore & Baci	light purple enamel bead with light purple swarovski	Sterling Silver, Swarovski & Enamel	Decorative, Enamel, Swarovski
7	3	D	2	33	55	Amore & Baci	brown enamel bead with brown swarovski	Sterling Silver, Swarovski & Enamel	Decorative, Enamel, Swarovski
7	3	E	1	42	70	Amore & Baci	light green enamel bead with white enamel flower and yellow swarovski	Sterling Silver & Swarovski	Nature, Garden, Enamel, Swarovski
7	3	F	1	42	70	Amore & Baci	olive green enamel bead with light green enamel flower and clear swarovski	Sterling Silver & Swarovski	Nature, Garden, Enamel, Swarovski
7	3	G	2	42	70	Amore & Baci	light pink enamel bead with white enamel flower and pink swarovski	Sterling Silver & Swarovski	Nature, Garden, Enamel, Swarovski
